S.No.,Age,Gender,Year in school,Subjects,Monthly_income,Financial_aid,Tuition,Housing,food,Junk food,Transport,Books,Entertainment,Personal,Technology,Recharge,Gym,Weekend,Health,Miscellaneous,Preferred_payment_method,Total,Average
609,24,Non-binary,Freshman,Engineering,1372,208,4545,669,262,298,76,211,138,83,291,345,5000,550,73,109,Credit/Debit Card,12858,857.2
610,24,Non-binary,Sophomore,Engineering,1101,508,3718,423,341,298,155,291,111,75,263,345,5000,550,122,52,Mobile Payment App,12252,816.8
611,23,Male,Junior,Engineering,1258,939,4662,745,250,298,121,238,101,60,263,345,5000,550,34,113,Cash,13719,914.6
612,23,Male,Freshman,Biology,1399,663,4775,612,289,298,169,116,148,74,239,345,5000,550,199,82,Cash,13559,903.9333333
613,21,Male,Senior,Biology,1469,592,5685,505,272,298,56,239,23,57,161,345,5000,550,107,183,Cash,14073,938.2
614,23,Male,Sophomore,Engineering,560,300,4954,554,100,298,122,174,109,92,188,345,5000,550,68,115,Cash,12969,864.6
615,24,Male,Freshman,Engineering,527,337,5328,462,349,298,171,288,145,92,241,345,5000,550,120,125,Credit/Debit Card,13851,923.4
616,20,Male,Freshman,Biology,1165,282,3264,869,132,298,91,255,56,37,85,345,5000,550,187,61,Mobile Payment App,11512,767.4666667
617,25,Male,Junior,Computer Science,996,692,4653,765,351,298,148,243,31,58,74,345,5000,550,191,176,Credit/Debit Card,13575,905
618,24,Male,Junior,Engineering,630,528,4001,921,377,298,193,87,142,60,155,345,5000,550,51,58,Cash,12766,851.0666667
619,19,Male,Junior,Engineering,542,205,4638,838,332,298,67,237,74,80,205,354,5000,550,116,175,Mobile Payment App,13169,877.9333333
620,19,Non-binary,Freshman,Psychology,648,929,4294,696,267,298,104,215,79,96,286,354,5000,550,35,44,Credit/Debit Card,13247,883.1333333
621,22,Non-binary,Senior,Computer Science,639,699,4625,463,338,298,80,265,51,80,295,354,5000,550,103,137,Credit/Debit Card,13338,889.2
622,18,Non-binary,Sophomore,Engineering,729,665,4464,670,378,298,122,191,145,94,198,354,5000,550,169,101,Cash,13399,893.2666667
623,19,Male,Junior,Computer Science,1021,473,4614,875,282,298,57,191,42,40,153,354,5000,550,106,157,Mobile Payment App,13192,879.4666667
624,23,Male,Senior,Economics,1229,794,4968,953,216,298,85,85,143,37,280,354,5000,550,94,185,Credit/Debit Card,14042,936.1333333
625,21,Male,Junior,Engineering,660,207,5365,547,194,298,59,112,98,23,229,354,5000,550,168,64,Credit/Debit Card,13268,884.5333333
626,21,Non-binary,Freshman,Computer Science,1343,6,3103,759,238,298,75,289,107,41,170,354,5000,550,89,44,Cash,11123,741.5333333
627,25,Non-binary,Junior,Computer Science,833,410,4562,525,330,298,50,245,112,89,132,354,5000,550,137,155,Cash,12949,863.2666667
628,22,Male,Freshman,Computer Science,555,51,5060,534,354,298,69,64,33,48,76,354,5000,550,42,26,Cash,12559,837.2666667
629,22,Male,Freshman,Engineering,541,94,5373,409,264,298,79,288,59,43,113,354,5000,550,175,33,Credit/Debit Card,13132,875.4666667
630,22,Non-binary,Senior,Economics,748,296,3962,721,389,298,71,108,89,93,106,354,5000,550,186,170,Credit/Debit Card,12393,826.2
631,21,Female,Sophomore,Engineering,1477,497,4287,851,296,298,53,95,134,61,143,354,5000,550,87,134,Cash,12840,856
632,22,Non-binary,Senior,Biology,1236,189,5655,773,175,298,145,256,122,60,143,354,5000,550,118,169,Credit/Debit Card,14007,933.8
633,25,Male,Freshman,Biology,592,657,3801,939,137,298,127,280,59,75,265,354,5000,550,70,85,Cash,12697,846.4666667
634,25,Female,Senior,Computer Science,558,830,4642,895,349,298,89,273,45,83,79,354,5000,550,122,143,Mobile Payment App,13752,916.8
635,23,Male,Sophomore,Engineering,925,414,4123,776,178,298,106,268,105,39,201,354,5000,550,144,108,Credit/Debit Card,12664,844.2666667
636,18,Male,Senior,Computer Science,719,498,3780,494,312,298,149,111,126,73,60,354,5000,550,57,169,Mobile Payment App,12031,802.0666667
637,24,Female,Junior,Engineering,981,875,3266,852,201,298,167,102,118,72,124,354,5000,550,62,110,Credit/Debit Card,12151,810.0666667
638,25,Non-binary,Senior,Economics,1381,882,3704,464,269,298,88,257,105,47,106,354,5000,550,135,66,Credit/Debit Card,12325,821.6666667
639,18,Non-binary,Sophomore,Biology,929,126,3357,615,324,298,73,162,150,58,211,354,5000,550,87,77,Cash,11442,762.8
640,24,Male,Junior,Biology,1245,906,5452,459,255,298,128,95,44,47,288,354,5000,550,195,191,Mobile Payment App,14262,950.8
641,20,Female,Junior,Economics,691,340,3798,748,152,298,53,262,118,91,112,354,5000,550,163,71,Mobile Payment App,12110,807.3333333
642,24,Female,Freshman,Psychology,1326,499,5353,852,129,298,166,183,91,85,291,354,5000,550,54,141,Credit/Debit Card,14046,936.4
643,18,Non-binary,Junior,Psychology,1000,203,5199,559,371,298,104,144,70,63,102,354,5000,550,95,105,Credit/Debit Card,13217,881.1333333
644,25,Male,Junior,Computer Science,592,662,5221,694,119,298,93,275,92,58,52,354,5000,550,180,160,Credit/Debit Card,13808,920.5333333
645,22,Male,Senior,Economics,1227,226,3658,951,218,298,199,238,73,79,112,354,5000,550,196,67,Mobile Payment App,12219,814.6
646,20,Female,Sophomore,Engineering,575,534,5231,506,378,298,66,141,66,75,56,354,5000,550,153,99,Cash,13507,900.4666667
647,19,Female,Junior,Engineering,1298,323,3510,444,222,298,168,221,98,61,175,354,5000,550,133,69,Credit/Debit Card,11626,775.0666667
648,23,Male,Sophomore,Engineering,1141,482,3621,572,121,298,184,108,41,55,93,354,5000,550,126,86,Cash,11691,779.4
649,25,Male,Senior,Biology,703,654,5926,735,295,298,100,278,39,80,139,354,5000,550,178,190,Credit/Debit Card,14816,987.7333333
650,23,Female,Freshman,Economics,929,160,3445,418,213,298,83,159,87,54,55,354,5000,550,198,135,Mobile Payment App,11209,747.2666667
651,23,Non-binary,Junior,Engineering,1415,970,3694,513,148,298,157,297,104,42,294,354,5000,550,154,161,Mobile Payment App,12736,849.0666667
652,18,Non-binary,Senior,Engineering,1359,387,5747,995,263,298,193,246,32,23,152,354,5000,550,110,120,Credit/Debit Card,14470,964.6666667
653,23,Male,Freshman,Biology,1162,720,5880,630,259,298,117,113,127,94,126,354,5000,550,89,130,Cash,14487,965.8
654,18,Female,Sophomore,Biology,663,304,5655,632,176,298,89,215,57,61,51,354,5000,550,56,107,Credit/Debit Card,13605,907
655,18,Non-binary,Freshman,Economics,1432,9,5568,929,224,298,108,265,69,22,102,354,5000,550,120,151,Credit/Debit Card,13769,917.9333333
656,20,Non-binary,Freshman,Computer Science,663,823,3637,695,191,298,147,277,23,73,212,354,5000,550,188,179,Mobile Payment App,12647,843.1333333
657,18,Non-binary,Senior,Economics,1327,109,3975,940,363,298,153,157,88,98,119,354,5000,550,52,20,Credit/Debit Card,12276,818.4
658,22,Male,Senior,Psychology,1045,359,5381,610,269,298,71,209,49,83,291,354,5000,550,168,183,Credit/Debit Card,13875,925
659,21,Male,Junior,Computer Science,619,605,3238,793,380,298,89,87,135,36,209,354,5000,550,92,84,Credit/Debit Card,11950,796.6666667
660,21,Non-binary,Freshman,Economics,815,905,3053,433,355,298,84,241,89,67,262,354,5000,550,141,41,Cash,11873,791.5333333
661,20,Non-binary,Freshman,Biology,728,399,5128,967,152,298,139,293,96,39,287,354,5000,550,184,157,Cash,14043,936.2
662,21,Male,Senior,Economics,941,831,3687,722,390,298,135,81,131,69,124,354,5000,550,107,38,Mobile Payment App,12517,834.4666667
663,18,Male,Freshman,Psychology,1176,43,3352,838,211,298,60,278,121,21,108,354,5000,550,87,164,Credit/Debit Card,11485,765.6666667
664,22,Non-binary,Sophomore,Computer Science,1092,574,3997,731,187,298,93,151,63,55,96,354,5000,550,169,118,Credit/Debit Card,12436,829.0666667
665,18,Female,Sophomore,Biology,1439,526,3394,896,176,298,86,134,63,52,150,354,5000,550,175,129,Mobile Payment App,11983,798.8666667
666,22,Male,Senior,Economics,816,616,3461,543,350,298,101,90,103,24,245,354,5000,550,44,150,Credit/Debit Card,11929,795.2666667
667,18,Male,Junior,Biology,1413,775,4715,457,264,298,71,250,127,54,152,354,5000,550,91,120,Cash,13278,885.2
668,24,Female,Sophomore,Biology,1076,355,4596,464,134,298,99,167,97,34,77,354,5000,550,51,149,Cash,12425,828.3333333
669,21,Female,Sophomore,Economics,559,169,5303,431,222,298,103,237,80,56,188,354,5000,550,78,176,Credit/Debit Card,13245,883
670,23,Male,Sophomore,Engineering,1144,800,3881,405,381,298,130,179,106,94,216,354,5000,550,82,50,Credit/Debit Card,12526,835.0666667
671,20,Non-binary,Junior,Psychology,1296,113,5452,462,191,298,69,238,93,51,155,354,5000,550,187,102,Credit/Debit Card,13315,887.6666667
672,24,Male,Senior,Engineering,958,902,4579,425,262,298,156,72,137,21,282,354,5000,550,82,135,Cash,13255,883.6666667
673,25,Male,Junior,Economics,775,709,4195,680,115,298,182,84,128,26,106,354,5000,550,112,93,Credit/Debit Card,12632,842.1333333
674,25,Non-binary,Junior,Economics,1483,519,4676,970,145,298,168,270,23,39,72,354,5000,550,106,186,Mobile Payment App,13376,891.7333333
675,19,Male,Junior,Biology,1304,232,4540,651,184,298,102,191,148,67,268,354,5000,550,45,50,Mobile Payment App,12680,845.3333333
676,24,Female,Sophomore,Biology,1400,892,4726,749,359,334,163,294,132,20,208,354,5000,550,148,82,Mobile Payment App,14011,934.0666667
677,24,Non-binary,Freshman,Computer Science,1440,869,5852,759,271,334,75,187,77,66,295,354,5000,550,196,71,Mobile Payment App,14956,997.0666667
678,22,Female,Freshman,Economics,1460,650,3562,771,311,334,62,265,53,96,112,354,5000,550,37,77,Credit/Debit Card,12234,815.6
679,20,Non-binary,Junior,Biology,1379,714,4758,927,192,334,119,288,137,59,95,354,5000,550,194,33,Credit/Debit Card,13754,916.9333333
680,18,Female,Junior,Computer Science,942,545,5805,914,108,334,50,206,24,56,54,354,5000,550,188,70,Mobile Payment App,14258,950.5333333
681,25,Non-binary,Junior,Biology,740,871,4194,473,366,334,83,156,62,33,86,354,5000,550,81,78,Cash,12721,848.0666667
682,18,Female,Sophomore,Psychology,1186,733,5923,541,291,334,111,114,42,49,73,354,5000,550,166,131,Cash,14412,960.8
683,23,Male,Junior,Biology,731,812,5637,582,148,334,74,234,27,68,158,354,5000,550,81,48,Cash,14107,940.4666667
684,20,Male,Junior,Economics,1347,735,5563,974,310,334,98,167,35,43,298,354,5000,550,182,37,Cash,14680,978.6666667
685,19,Female,Freshman,Biology,1085,417,4680,705,159,334,182,295,132,66,105,354,5000,550,185,54,Cash,13218,881.2
686,22,Male,Senior,Biology,665,401,3645,967,151,334,50,232,118,75,182,354,5000,550,181,148,Mobile Payment App,12388,825.8666667
687,22,Male,Freshman,Economics,1422,674,5030,663,332,334,148,251,130,61,187,354,5000,550,124,117,Cash,13955,930.3333333
688,24,Male,Freshman,Biology,1366,319,3549,921,389,334,127,146,44,93,224,354,5000,550,151,30,Mobile Payment App,12231,815.4
689,21,Female,Sophomore,Engineering,714,645,3751,853,149,334,66,184,35,21,219,354,5000,550,176,72,Mobile Payment App,12409,827.2666667
690,25,Male,Freshman,Psychology,1259,139,4943,747,200,334,94,226,142,39,140,354,5000,550,95,65,Credit/Debit Card,13068,871.2
691,19,Female,Senior,Economics,975,939,3256,936,368,334,179,165,144,89,52,354,5000,550,48,120,Mobile Payment App,12534,835.6
692,24,Female,Senior,Engineering,1420,235,3609,841,151,334,190,175,20,97,57,354,5000,550,154,71,Cash,11838,789.2
693,24,Non-binary,Sophomore,Engineering,604,751,3687,554,217,334,66,188,122,32,169,354,5000,550,69,150,Cash,12243,816.2
694,25,Non-binary,Senior,Economics,1250,509,4288,679,125,334,98,92,120,39,109,354,5000,550,146,188,Cash,12631,842.0666667
695,20,Non-binary,Freshman,Computer Science,567,906,3748,842,375,334,96,144,112,47,278,354,5000,550,173,48,Mobile Payment App,13007,867.1333333
696,25,Female,Freshman,Computer Science,546,691,5457,978,286,334,100,237,60,58,206,354,5000,550,158,137,Cash,14606,973.7333333
697,18,Non-binary,Senior,Economics,1169,836,5537,996,334,334,83,288,78,56,105,354,5000,550,166,180,Mobile Payment App,14897,993.1333333
698,23,Non-binary,Freshman,Economics,834,607,3582,692,350,334,88,298,150,90,248,354,5000,550,51,34,Credit/Debit Card,12428,828.5333333
699,19,Non-binary,Sophomore,Computer Science,1117,234,3366,940,212,334,87,121,139,41,298,354,5000,550,119,158,Mobile Payment App,11953,796.8666667
700,25,Male,Freshman,Economics,677,894,5595,841,313,334,52,219,66,42,92,354,5000,550,120,84,Mobile Payment App,14556,970.4
701,20,Non-binary,Freshman,Engineering,1433,964,4777,904,327,334,77,112,146,71,97,354,5000,550,167,117,Cash,13997,933.1333333
702,20,Female,Freshman,Biology,889,633,3100,524,247,334,82,201,102,92,103,354,5000,550,96,30,Credit/Debit Card,11448,763.2
703,21,Male,Junior,Biology,670,708,5934,649,386,334,146,182,132,48,175,354,5000,550,59,155,Credit/Debit Card,14812,987.4666667
704,19,Male,Senior,Economics,645,616,4694,904,158,334,69,148,60,98,114,354,5000,550,40,72,Credit/Debit Card,13211,880.7333333
705,21,Female,Junior,Psychology,1107,971,5997,720,289,334,124,210,35,51,157,354,5000,550,101,168,Mobile Payment App,15061,1004.066667
706,22,Female,Sophomore,Psychology,750,572,4144,563,104,334,191,58,22,97,53,354,5000,550,41,99,Cash,12182,812.1333333
707,21,Male,Sophomore,Biology,654,261,3359,802,124,334,56,57,41,56,111,354,5000,550,62,196,Mobile Payment App,11363,757.5333333
708,20,Male,Freshman,Psychology,1141,57,5734,696,284,334,83,204,63,46,56,354,5000,550,125,55,Cash,13641,909.4
709,22,Female,Sophomore,Biology,811,815,4724,815,300,334,120,126,22,93,104,354,5000,550,119,152,Cash,13628,908.5333333
710,23,Female,Senior,Engineering,1452,520,3463,822,317,334,77,148,91,61,166,354,5000,550,133,122,Mobile Payment App,12158,810.5333333
711,20,Non-binary,Junior,Psychology,1255,82,4739,465,400,334,68,190,24,70,246,354,5000,550,132,160,Mobile Payment App,12814,854.2666667
712,24,Female,Junior,Computer Science,737,266,4964,780,303,334,111,199,62,94,193,354,5000,550,97,57,Credit/Debit Card,13364,890.9333333
713,25,Male,Freshman,Engineering,1419,253,4089,444,220,334,148,114,65,29,136,354,5000,550,34,35,Credit/Debit Card,11805,787
714,23,Non-binary,Freshman,Computer Science,815,76,4461,446,132,334,165,165,58,99,135,354,5000,550,174,111,Cash,12260,817.3333333
715,25,Male,Senior,Engineering,1034,602,3444,517,238,334,110,255,86,77,281,354,5000,550,150,56,Credit/Debit Card,12054,803.6
716,24,Non-binary,Freshman,Computer Science,1022,626,4797,413,139,334,167,165,75,57,219,354,5000,550,126,43,Mobile Payment App,13065,871
717,23,Female,Sophomore,Biology,1341,839,3033,514,300,334,122,137,40,61,170,354,5000,550,65,100,Cash,11619,774.6
718,20,Female,Senior,Engineering,999,919,5819,507,269,334,119,228,99,49,55,354,5000,550,115,53,Mobile Payment App,14470,964.6666667
719,21,Male,Freshman,Psychology,1218,162,5467,684,280,334,131,186,103,85,91,354,5000,550,89,126,Mobile Payment App,13642,909.4666667
720,24,Male,Sophomore,Economics,1332,705,3512,796,399,334,199,79,54,86,206,354,5000,550,99,129,Cash,12502,833.4666667
721,20,Non-binary,Freshman,Biology,903,371,4230,798,319,334,60,90,101,24,147,354,5000,550,70,170,Credit/Debit Card,12618,841.2
722,25,Non-binary,Freshman,Biology,932,887,5307,472,345,334,61,190,119,69,235,354,5000,550,67,40,Mobile Payment App,14030,935.3333333
723,21,Female,Junior,Biology,634,330,5961,774,334,334,193,105,83,46,166,354,5000,550,200,150,Cash,14580,972
724,25,Male,Senior,Biology,553,268,3130,736,140,334,68,150,99,33,288,354,5000,550,51,199,Credit/Debit Card,11400,760
725,21,Male,Junior,Economics,547,678,5610,510,192,334,123,248,57,28,252,354,5000,550,141,122,Cash,14199,946.6
726,18,Male,Senior,Computer Science,867,646,3014,944,320,334,165,232,96,73,298,354,5000,550,142,183,Cash,12351,823.4
727,20,Male,Sophomore,Economics,863,844,3088,966,371,334,66,227,117,32,245,354,5000,550,55,83,Mobile Payment App,12332,822.1333333
728,25,Non-binary,Sophomore,Biology,603,321,4879,420,231,334,126,248,74,32,172,354,5000,550,80,193,Mobile Payment App,13014,867.6
729,21,Female,Junior,Computer Science,1480,555,3534,799,259,334,100,254,93,66,279,354,5000,550,191,55,Credit/Debit Card,12423,828.2
730,18,Male,Freshman,Engineering,522,448,3744,706,174,334,80,284,90,61,228,354,5000,550,66,181,Mobile Payment App,12300,820
731,22,Female,Junior,Biology,1376,510,3318,460,132,334,159,59,88,38,87,354,5000,550,88,76,Cash,11253,750.2
732,22,Non-binary,Junior,Computer Science,1195,988,5729,455,115,334,117,74,129,93,154,354,5000,550,155,190,Credit/Debit Card,14437,962.4666667
733,24,Non-binary,Freshman,Psychology,1223,785,3521,821,128,334,50,135,96,67,182,354,5000,550,139,196,Credit/Debit Card,12358,823.8666667
734,21,Female,Junior,Computer Science,613,524,3640,834,219,334,57,71,89,39,241,354,5000,550,66,93,Cash,12111,807.4
735,25,Non-binary,Sophomore,Engineering,844,766,4017,840,179,334,189,230,128,74,157,354,5000,550,38,131,Mobile Payment App,12987,865.8
736,24,Female,Junior,Computer Science,620,192,4213,726,332,334,144,289,92,24,195,354,5000,550,135,127,Cash,12707,847.1333333
737,22,Male,Freshman,Psychology,983,944,4216,978,114,334,103,58,123,72,114,354,5000,550,76,63,Credit/Debit Card,13099,873.2666667
738,25,Male,Sophomore,Biology,996,250,5975,520,317,334,121,115,47,89,241,354,5000,550,45,81,Mobile Payment App,14039,935.9333333
739,18,Male,Junior,Engineering,1106,794,3075,881,165,334,166,260,23,32,135,354,5000,550,49,34,Cash,11852,790.1333333
740,23,Non-binary,Senior,Engineering,1032,809,4359,987,364,334,176,67,74,52,56,354,5000,550,166,67,Credit/Debit Card,13415,894.3333333
741,20,Female,Senior,Biology,1419,991,4647,648,261,334,151,78,55,31,222,354,5000,550,135,72,Credit/Debit Card,13529,901.9333333
742,22,Male,Sophomore,Economics,610,100,5142,473,298,334,164,139,45,67,77,354,5000,550,32,113,Cash,12888,859.2
743,19,Female,Junior,Economics,1449,599,4790,885,109,334,57,293,70,90,267,354,5000,550,164,33,Cash,13595,906.3333333
744,25,Male,Senior,Engineering,1270,504,3467,484,286,334,132,291,138,48,155,354,5000,550,162,41,Credit/Debit Card,11946,796.4
745,18,Non-binary,Freshman,Computer Science,770,637,5055,814,273,334,55,140,134,61,131,354,5000,550,128,39,Mobile Payment App,13705,913.6666667
746,25,Non-binary,Sophomore,Psychology,911,929,4595,578,338,334,122,165,25,87,275,354,5000,550,176,94,Credit/Debit Card,13622,908.1333333
747,18,Female,Junior,Biology,1303,299,5031,701,242,334,183,249,103,79,107,354,5000,550,74,52,Credit/Debit Card,13358,890.5333333
748,19,Non-binary,Junior,Engineering,1367,688,3603,452,372,334,162,177,29,66,243,354,5000,550,30,155,Credit/Debit Card,12215,814.3333333
749,25,Non-binary,Sophomore,Computer Science,509,664,3449,779,243,334,153,281,108,52,70,354,5000,550,145,192,Credit/Debit Card,12374,824.9333333
750,22,Male,Junior,Engineering,804,582,5299,892,153,334,173,199,32,84,289,354,5000,550,126,46,Cash,14113,940.8666667
751,23,Female,Freshman,Computer Science,1268,271,5323,898,204,334,187,215,113,81,212,354,5000,550,111,57,Credit/Debit Card,13910,927.3333333
752,22,Non-binary,Junior,Engineering,1492,82,3720,823,277,334,186,275,141,61,167,354,5000,550,65,34,Cash,12069,804.6
753,23,Non-binary,Senior,Biology,1402,461,3827,904,321,334,138,147,114,33,198,354,5000,550,188,179,Cash,12748,849.8666667
754,24,Non-binary,Junior,Psychology,673,606,4035,818,355,334,103,257,35,47,56,354,5000,550,149,48,Credit/Debit Card,12747,849.8
755,22,Female,Sophomore,Biology,1174,962,4894,426,329,334,191,175,29,34,113,354,5000,550,156,171,Cash,13718,914.5333333
756,20,Female,Freshman,Biology,635,827,4125,969,194,334,196,228,81,68,120,354,5000,550,112,185,Credit/Debit Card,13343,889.5333333
757,23,Male,Sophomore,Engineering,792,584,4401,631,224,334,100,72,73,28,98,354,5000,550,101,140,Credit/Debit Card,12690,846
758,22,Non-binary,Sophomore,Biology,998,928,3199,565,151,334,71,270,78,98,291,354,5000,550,124,125,Mobile Payment App,12138,809.2
759,21,Non-binary,Junior,Biology,866,581,5775,773,267,334,100,252,32,26,97,354,5000,550,42,82,Credit/Debit Card,14265,951
760,23,Non-binary,Sophomore,Biology,1408,566,3714,905,223,334,168,262,124,31,123,354,5000,550,58,189,Cash,12601,840.0666667
761,25,Non-binary,Freshman,Biology,732,103,3335,742,395,334,154,245,130,73,178,354,5000,550,100,80,Credit/Debit Card,11773,784.8666667
762,18,Non-binary,Junior,Engineering,1107,511,5507,738,144,334,131,213,53,38,156,354,5000,550,137,47,Cash,13913,927.5333333
763,24,Female,Freshman,Engineering,1165,68,4126,859,333,334,196,124,109,49,185,354,5000,550,179,29,Cash,12495,833
764,19,Female,Freshman,Computer Science,1316,867,4432,627,110,334,185,226,25,34,90,354,5000,550,190,135,Credit/Debit Card,13159,877.2666667
765,21,Non-binary,Junior,Psychology,1471,280,4104,862,312,334,180,241,70,90,84,354,5000,550,182,121,Cash,12764,850.9333333
766,18,Non-binary,Sophomore,Psychology,536,557,3744,498,375,334,128,185,63,97,298,354,5000,550,45,36,Cash,12264,817.6
767,21,Male,Sophomore,Economics,1045,542,4154,937,157,334,164,246,25,29,99,354,5000,550,46,77,Credit/Debit Card,12714,847.6
768,24,Non-binary,Junior,Biology,609,389,4329,934,393,334,68,77,33,96,235,354,5000,550,48,186,Mobile Payment App,13026,868.4
769,20,Male,Senior,Psychology,581,964,4975,775,106,334,86,84,22,68,84,354,5000,550,39,172,Mobile Payment App,13613,907.5333333
770,20,Female,Sophomore,Biology,1106,212,3376,461,130,334,175,231,135,37,59,354,5000,550,197,168,Credit/Debit Card,11419,761.2666667
771,22,Non-binary,Freshman,Psychology,1316,710,3548,682,382,334,69,268,62,95,251,354,5000,550,118,22,Credit/Debit Card,12445,829.6666667
772,19,Non-binary,Senior,Computer Science,574,103,5976,605,372,334,82,296,39,42,287,354,5000,550,153,133,Credit/Debit Card,14326,955.0666667
773,19,Male,Sophomore,Biology,1115,12,3779,482,306,334,161,281,150,76,265,354,5000,550,170,193,Mobile Payment App,12113,807.5333333
774,25,Male,Sophomore,Engineering,1257,45,3653,809,373,334,147,246,78,36,275,354,5000,550,158,197,Credit/Debit Card,12255,817
775,23,Male,Junior,Economics,1069,130,5452,503,218,334,83,93,72,65,170,354,5000,550,89,144,Cash,13257,883.8
776,22,Non-binary,Junior,Biology,757,471,3362,719,359,334,69,253,145,48,159,354,5000,550,63,79,Credit/Debit Card,11965,797.6666667
777,21,Non-binary,Sophomore,Psychology,794,166,3624,908,371,334,73,222,103,41,283,354,5000,550,152,109,Cash,12290,819.3333333
778,22,Male,Freshman,Computer Science,1139,845,4743,893,356,334,126,255,20,65,62,354,5000,550,195,25,Credit/Debit Card,13823,921.5333333
779,23,Non-binary,Sophomore,Engineering,598,125,5824,413,278,456,130,91,88,60,152,354,5000,550,82,27,Cash,13630,908.6666667
780,21,Female,Freshman,Economics,514,402,4642,494,395,456,92,56,104,66,98,354,5000,550,131,135,Mobile Payment App,12975,865
781,23,Male,Freshman,Psychology,1479,418,3501,960,344,456,103,239,63,95,146,354,5000,550,31,185,Mobile Payment App,12445,829.6666667
782,24,Non-binary,Junior,Biology,633,361,4634,685,252,456,128,268,107,74,139,354,5000,550,190,23,Credit/Debit Card,13221,881.4
783,25,Non-binary,Senior,Biology,1437,150,4770,941,286,456,104,274,100,21,199,354,5000,550,136,188,Credit/Debit Card,13529,901.9333333
784,22,Male,Sophomore,Biology,1135,279,4825,793,370,456,115,87,93,36,102,354,5000,550,111,41,Credit/Debit Card,13212,880.8
785,21,Female,Junior,Engineering,1433,11,4125,832,313,456,123,187,134,62,61,354,5000,550,200,102,Cash,12510,834
786,20,Female,Senior,Computer Science,824,93,3471,538,249,456,127,224,72,76,90,354,5000,550,169,183,Credit/Debit Card,11652,776.8
787,24,Male,Junior,Psychology,967,288,4629,958,284,456,107,256,129,85,172,354,5000,550,46,45,Mobile Payment App,13359,890.6
788,25,Male,Sophomore,Economics,1126,708,3830,405,343,456,159,226,98,24,197,354,5000,550,162,160,Mobile Payment App,12672,844.8
789,21,Female,Sophomore,Psychology,885,513,5497,832,136,456,66,241,123,66,256,354,5000,550,137,53,Credit/Debit Card,14280,952
790,25,Non-binary,Sophomore,Psychology,525,984,4547,670,359,456,148,192,38,56,162,354,5000,550,31,86,Credit/Debit Card,13633,908.8666667
791,20,Male,Senior,Psychology,1009,14,4309,699,262,456,117,136,24,67,113,354,5000,550,93,45,Mobile Payment App,12239,815.9333333
792,18,Non-binary,Senior,Psychology,1478,46,5450,957,360,456,77,112,22,50,265,354,5000,550,183,92,Mobile Payment App,13974,931.6
793,19,Male,Sophomore,Computer Science,547,365,3465,645,316,456,58,186,120,54,196,354,5000,550,135,119,Mobile Payment App,12019,801.2666667
794,22,Female,Freshman,Psychology,549,410,4796,749,304,456,167,82,142,100,271,354,5000,550,169,153,Credit/Debit Card,13703,913.5333333
795,25,Female,Junior,Engineering,1326,611,5451,734,205,456,91,73,95,71,217,354,5000,550,126,140,Mobile Payment App,14174,944.9333333
796,21,Male,Junior,Psychology,761,9,4836,594,375,456,53,256,55,41,50,354,5000,550,126,35,Cash,12790,852.6666667
797,25,Non-binary,Senior,Computer Science,1344,494,5885,809,233,456,167,171,83,60,94,354,5000,550,61,154,Cash,14571,971.4
798,22,Male,Junior,Biology,895,885,5489,456,343,456,157,177,123,75,77,354,5000,550,156,139,Credit/Debit Card,14437,962.4666667
799,23,Non-binary,Junior,Economics,1036,811,4911,437,398,456,134,299,69,55,156,354,5000,550,35,123,Mobile Payment App,13788,919.2
800,22,Non-binary,Senior,Computer Science,664,538,3008,417,236,456,75,136,131,60,243,354,5000,550,156,116,Credit/Debit Card,11476,765.0666667
801,22,Non-binary,Senior,Computer Science,1403,789,5886,962,163,456,129,149,35,92,251,354,5000,550,166,114,Cash,15096,1006.4
802,23,Male,Senior,Engineering,1094,360,4651,622,242,456,90,98,103,77,138,354,5000,550,111,190,Cash,13042,869.4666667
803,24,Female,Sophomore,Computer Science,789,413,3482,835,206,456,128,153,137,77,115,354,5000,550,67,135,Mobile Payment App,12108,807.2
804,25,Non-binary,Sophomore,Biology,587,756,5035,797,291,456,171,283,89,26,238,354,5000,550,74,119,Cash,14239,949.2666667
805,23,Male,Junior,Biology,509,395,3729,607,326,456,156,251,138,45,204,354,5000,550,30,59,Mobile Payment App,12300,820
806,19,Male,Junior,Computer Science,1382,935,4650,853,203,456,180,230,33,55,297,354,5000,550,43,122,Credit/Debit Card,13961,930.7333333
807,25,Non-binary,Senior,Engineering,1301,757,3811,664,121,456,115,239,126,48,121,354,5000,550,172,114,Mobile Payment App,12648,843.2
808,23,Non-binary,Senior,Engineering,777,53,4935,505,268,456,181,194,79,60,71,354,5000,550,54,65,Mobile Payment App,12825,855
809,19,Male,Sophomore,Psychology,505,646,4935,688,129,456,143,112,130,89,209,354,5000,550,197,81,Cash,13719,914.6
810,24,Female,Junior,Engineering,866,796,4865,756,274,456,181,260,141,47,237,354,5000,550,125,67,Cash,14109,940.6
811,19,Male,Freshman,Biology,1329,127,3321,836,277,456,92,108,27,67,251,354,5000,550,87,87,Mobile Payment App,11640,776
812,20,Non-binary,Freshman,Economics,1372,297,4227,505,142,456,144,264,20,64,195,354,5000,550,34,74,Cash,12326,821.7333333
